Batch,School,Divisions,Sports,Conference,Current Rating,Current Source,US News Name,US News Rank,US News Category,US News URL,Niche Academics Grade,Niche URL,Status,Notes
16,Loyola Chicago,NCAA D1,mens+womens,Atlantic 10 Conference,7.4,rated,,,,,,,todo,
16,Loyola Maryland,NCAA D1,mens,Patriot League,7.8,rated,,,,,,,todo,
16,Loyola Marymount,NCAA D1,mens+womens,West Coast Conference,8.3,rated,,,,,,,todo,
16,LSU,NCAA D1,womens,SEC,,,,,,,,,todo,
16,Maine,NCAA D1,womens,America East,,,,,,,,,todo,
17,Manhattan,NCAA D1,mens+womens,Metro Atlantic Athletic Conference,5.8,rated,,,,,,,todo,
17,Marist,NCAA D1,mens+womens,Metro Atlantic Athletic Conference,6.8,rated,,,,,,,todo,
17,Marquette,NCAA D1,mens+womens,Big East Conference,8.4,rated,,,,,,,todo,
17,Marshall,NCAA D1,mens+womens,Sun Belt Conference,5.8,rated,,,,,,,todo,
17,Maryland,NCAA D1,mens+womens,Big Ten Conference,8.8,rated,,,,,,,todo,
17,McNeese,NCAA D1,womens,Southland,,,,,,,,,todo,
17,Memphis,NCAA D1,mens+womens,American Conference,6.5,rated,,,,,,,todo,
17,Mercer,NCAA D1,mens+womens,Southern Conference,6.6,rated,,,,,,,todo,
17,Mercyhurst,NCAA D1,mens+womens,NEC,5.4,rated,,,,,,,todo,
17,Merrimack,NCAA D1,mens+womens,Metro Atlantic Athletic Conference,6,rated,,,,,,,todo,
18,Miami (FL),NCAA D1,womens,ACC,,,,,,,,,todo,
18,Miami (OH),NCAA D1,womens,MAC,,,,,,,,,todo,
18,Michigan,NCAA D1,mens+womens,Big Ten Conference,9.2,rated,,,,,,,todo,
18,Michigan State,NCAA D1,mens+womens,Big Ten Conference,8.3,rated,,,,,,,todo,
18,Middle Tennessee,NCAA D1,womens,CUSA,,,,,,,,,todo,
18,Milwaukee,NCAA D1,mens+womens,Horizon League,5.8,rated,,,,,,,todo,
18,Minnesota,NCAA D1,womens,Big Ten,,,,,,,,,todo,
18,Mississippi State,NCAA D1,womens,SEC,,,,,,,,,todo,
18,Missouri,NCAA D1,womens,SEC,8.2,rated-interpolated,,,,,,,todo,
18,Missouri State,NCAA D1,mens+womens,American Conference,5.8,rated,,,,,,,todo,
19,Monmouth,NCAA D1,mens+womens,Coastal Athletic Association,6,rated,,,,,,,todo,
19,Montana,NCAA D1,womens,Big Sky,,,,,,,,,todo,
19,Morehead State,NCAA D1,womens,Ohio Valley,,,,,,,,,todo,
19,Mount St. Mary's,NCAA D1,mens+womens,Metro Atlantic Athletic Conference,5.5,rated,,,,,,,todo,
19,Murray State,NCAA D1,womens,Missouri Valley,,,,,,,,,todo,
19,Navy,NCAA D1,mens+womens,Patriot League,8.3,rated,,,,,,,todo,
19,NC State,NCAA D1,mens+womens,Atlantic Coast Conference,8.2,rated,,,,,,,todo,
19,Nebraska,NCAA D1,womens,Big Ten,,,,,,,,,todo,
19,Nevada,NCAA D1,womens,Mountain West,,,,,,,,,todo,
19,New Hampshire,NCAA D1,mens+womens,America East Conference,6.8,rated,,,,,,,todo,
20,New Haven,NCAA D1,mens+womens,NEC,6.3,rated,,,,,,,todo,
20,New Mexico,NCAA D1,womens,Mountain West,,,,,,,,,todo,
20,New Mexico State,NCAA D1,womens,CUSA,,,,,,,,,todo,
20,Niagara,NCAA D1,mens+womens,Metro Atlantic Athletic Conference,5.5,rated,,,,,,,todo,
20,Nicholls,NCAA D1,womens,Southland,,,,,,,,,todo,
20,NJIT,NCAA D1,mens+womens,America East Conference,6.7,rated,,,,,,,todo,
20,North Alabama,NCAA D1,womens,UAC,,,,,,,,,todo,
20,North Carolina,NCAA D1,mens+womens,Atlantic Coast Conference,9.5,rated,,,,,,,todo,
20,North Dakota,NCAA D1,womens,Summit,,,,,,,,,todo,
20,North Dakota State,NCAA D1,womens,Summit,,,,,,,,,todo,
21,North Florida,NCAA D1,mens+womens,Atlantic Sun Conference,5.8,rated,,,,,,,todo,
21,North Texas,NCAA D1,womens,American,,,,,,,,,todo,
21,Northeastern,NCAA D1,mens+womens,Coastal Athletic Association,8.8,rated,,,,,,,todo,
21,Northern Arizona,NCAA D1,womens,Big Sky,,,,,,,,,todo,
21,Northern Colorado,NCAA D1,womens,Big Sky,,,,,,,,,todo,
21,Northern Illinois,NCAA D1,mens+womens,Horizon League,5.5,rated,,,,,,,todo,
21,Northern Iowa,NCAA D1,womens,Missouri Valley,,,,,,,,,todo,
21,Northern Kentucky,NCAA D1,mens+womens,Horizon League,5.5,rated,,,,,,,todo,
21,Northwestern,NCAA D1,mens+womens,Big Ten Conference,9.8,rated,,,,,,,todo,
21,Northwestern State,NCAA D1,womens,Southland,9.8,rated,,,,,,,todo,
22,Notre Dame,NCAA D1,mens+womens,Atlantic Coast Conference,9.5,rated,,,,,,,todo,
22,Oakland,NCAA D1,mens+womens,Horizon League,5.5,rated,,,,,,,todo,
22,Ohio,NCAA D1,womens,MAC,7.1,rated-interpolated,,,,,,,todo,
22,Ohio State,NCAA D1,mens+womens,Big Ten Conference,8.9,rated,,,,,,,todo,
22,Oklahoma,NCAA D1,womens,SEC,,,,,,,,,todo,
22,Oklahoma State,NCAA D1,womens,Big 12,,,,,,,,,todo,
22,Old Dominion,NCAA D1,mens+womens,Sun Belt Conference,6,rated,,,,,,,todo,
22,Ole Miss,NCAA D1,womens,SEC,,,,,,,,,todo,
22,Omaha,NCAA D1,mens+womens,The Summit League,5.2,rated,,,,,,,todo,
22,Oral Roberts,NCAA D1,mens+womens,The Summit League,4.8,rated,,,,,,,todo,
23,Oregon,NCAA D1,womens,Big Ten,8.1,rated-interpolated,,,,,,,todo,
23,Oregon State,NCAA D1,mens+womens,Pac-12 Conference,7.8,rated,,,,,,,todo,
23,Pacific,NCAA D1,mens+womens,West Coast Conference,6.8,rated,,,,,,,todo,
23,Penn,NCAA D1,mens+womens,Ivy League,10,rated,,,,,,,todo,
23,Penn State,NCAA D1,mens+womens,Big Ten Conference,8.7,rated,,,,,,,todo,
23,Pepperdine,NCAA D1,womens,West Coast,,,,,,,,,todo,
23,Pittsburgh,NCAA D1,mens+womens,Atlantic Coast Conference,8.3,rated,,,,,,,todo,
23,Portland,NCAA D1,mens+womens,West Coast Conference,7.6,rated,,,,,,,todo,
23,Portland State,NCAA D1,womens,Big Sky,7.6,rated,,,,,,,todo,
23,Prairie View A&M,NCAA D1,womens,SWAC,,,,,,,,,todo,
24,Presbyterian,NCAA D1,mens+womens,Big South Conference,5.3,rated,,,,,,,todo,
24,Princeton,NCAA D1,mens+womens,Ivy League,10,rated,,,,,,,todo,
24,Providence,NCAA D1,mens+womens,Big East Conference,7.2,rated,,,,,,,todo,
24,Purdue,NCAA D1,womens,Big Ten,9.1,rated-interpolated,,,,,,,todo,
24,Purdue Fort Wayne,NCAA D1,mens+womens,Horizon League,4.8,rated,,,,,,,todo,
24,Queens,NCAA D1,womens,ASUN,5.6,rated,,,,,,,todo,
24,Queens (NC),NCAA D1,mens,Atlantic Sun Conference,5.6,rated,,,,,,,todo,
24,Quinnipiac,NCAA D1,mens+womens,Metro Atlantic Athletic Conference,6.6,rated,,,,,,,todo,
24,Radford,NCAA D1,mens+womens,Big South Conference,4.8,rated,,,,,,,todo,
24,Rhode Island,NCAA D1,mens+womens,Atlantic 10 Conference,6.5,rated,,,,,,,todo,
25,Rice,NCAA D1,womens,American,,,,,,,,,todo,
25,Richmond,NCAA D1,womens,Atlantic 10,,,,,,,,,todo,
25,Rider,NCAA D1,mens+womens,Metro Atlantic Athletic Conference,5.5,rated,,,,,,,todo,
25,Robert Morris,NCAA D1,mens+womens,Horizon League,5,rated,,,,,,,todo,
25,Rutgers,NCAA D1,mens+womens,Big Ten Conference,8.3,rated,,,,,,,todo,
25,Sacramento State,NCAA D1,mens+womens,Big West Conference,5.8,rated,,,,,,,todo,
25,Sacred Heart,NCAA D1,mens+womens,Metro Atlantic Athletic Conference,5.8,rated,,,,,,,todo,
25,Saint Francis (PA),NCAA D1,mens,NEC,4.8,rated,,,,,,,todo,
25,Saint Joseph's,NCAA D1,mens+womens,Atlantic 10 Conference,7.2,rated,,,,,,,todo,
25,Saint Louis,NCAA D1,mens+womens,Atlantic 10 Conference,7.8,rated,,,,,,,todo,
26,Saint Mary's,NCAA D1,mens+womens,West Coast Conference,8.2,rated,,,,,,,todo,
26,Saint Peter's,NCAA D1,mens+womens,Metro Atlantic Athletic Conference,4.8,rated,,,,,,,todo,
26,Sam Houston,NCAA D1,womens,CUSA,,,,,,,,,todo,
26,Samford,NCAA D1,womens,Southern,,,,,,,,,todo,
26,San Diego,NCAA D1,mens+womens,West Coast Conference,8,rated,,,,,,,todo,
26,San Diego State,NCAA D1,mens+womens,Pac-12 Conference,7.8,rated,,,,,,,todo,
26,San Francisco,NCAA D1,mens+womens,West Coast Conference,8,rated,,,,,,,todo,
26,San Jose State,NCAA D1,mens+womens,Mountain West Conference,6.2,rated,,,,,,,todo,
26,Santa Clara,NCAA D1,mens+womens,West Coast Conference,8.8,rated,,,,,,,todo,
26,Seattle,NCAA D1,mens+womens,West Coast Conference,6.8,rated,,,,,,,todo,
27,Seton Hall,NCAA D1,mens+womens,Big East Conference,7.4,rated,,,,,,,todo,
27,Siena,NCAA D1,mens+womens,Metro Atlantic Athletic Conference,5.8,rated,,,,,,,todo,
27,SIU Edwardsville,NCAA D1,womens,Ohio Valley,,,,,,,,,todo,
27,SIUE,NCAA D1,mens,Ohio Valley Conference,5.2,rated,,,,,,,todo,
27,SMU,NCAA D1,mens+womens,Atlantic Coast Conference,8.5,rated,,,,,,,todo,
27,South Alabama,NCAA D1,womens,Sun Belt,,,,,,,,,todo,
27,South Carolina,NCAA D1,mens+womens,Sun Belt Conference,7.9,rated,,,,,,,todo,
27,South Carolina State,NCAA D1,womens,Independent,7.9,rated,,,,,,,todo,
27,South Dakota,NCAA D1,womens,Summit,,,,,,,,,todo,
27,South Dakota State,NCAA D1,womens,Summit,,,,,,,,,todo,
28,South Florida,NCAA D1,mens+womens,American Conference,6.8,rated,,,,,,,todo,
28,Southeast Missouri State,NCAA D1,womens,Ohio Valley,5.8,rated,,,,,,,todo,
28,Southeastern Louisiana,NCAA D1,womens,Southland,,,,,,,,,todo,
28,Southern,NCAA D1,womens,SWAC,,,,,,,,,todo,
28,Southern Illinois,NCAA D1,womens,Missouri Valley,,,,,,,,,todo,
28,Southern Indiana,NCAA D1,mens+womens,Ohio Valley Conference,4.8,rated,,,,,,,todo,
28,Southern Miss,NCAA D1,womens,Sun Belt,,,,,,,,,todo,
28,Southern Utah,NCAA D1,womens,Big Sky,,,,,,,,,todo,
28,St. Bonaventure,NCAA D1,mens+womens,Atlantic 10 Conference,6.2,rated,,,,,,,todo,
28,St. John's,NCAA D1,mens+womens,Big East Conference,7.8,rated,,,,,,,todo,
29,St. Thomas,NCAA D1,mens+womens,The Summit League,7.5,rated,,,,,,,todo,
29,Stanford,NCAA D1,mens+womens,Atlantic Coast Conference,10,rated,,,,,,,todo,
29,Stephen F. Austin,NCAA D1,womens,Southland,,,,,,,,,todo,
29,Stetson,NCAA D1,mens+womens,Atlantic Sun Conference,6,rated,,,,,,,todo,
29,Stonehill,NCAA D1,mens+womens,NEC,5.3,rated,,,,,,,todo,
29,Stony Brook,NCAA D1,mens+womens,Coastal Athletic Association,7.5,rated,,,,,,,todo,
29,Syracuse,NCAA D1,mens+womens,Atlantic Coast Conference,8.5,rated,,,,,,,todo,
29,Tarleton State,NCAA D1,womens,UAC,,,,,,,,,todo,
29,TCU,NCAA D1,womens,Big 12,,,,,,,,,todo,
29,Temple,NCAA D1,mens+womens,American Conference,7,rated,,,,,,,todo,
30,Tennessee,NCAA D1,womens,SEC,,,,,,,,,todo,
30,Tennessee Tech,NCAA D1,womens,Southern,,,,,,,,,todo,
30,Texas,NCAA D1,womens,SEC,,,,,,,,,todo,
30,Texas A&M,NCAA D1,womens,SEC,,,,,,,,,todo,
30,Texas A&M-Corpus Christi,NCAA D1,womens,Southland,,,,,,,,,todo,
30,Texas Southern,NCAA D1,womens,SWAC,,,,,,,,,todo,
30,Texas State,NCAA D1,womens,Pac-12,,,,,,,,,todo,
30,Texas Tech,NCAA D1,womens,Big 12,,,,,,,,,todo,
30,The Citadel,NCAA D1,womens,Southern,,,,,,,,,todo,
30,Toledo,NCAA D1,womens,MAC,,,,,,,,,todo,
31,Towson,NCAA D1,womens,CAA,,,,,,,,,todo,
31,Troy,NCAA D1,womens,Sun Belt,,,,,,,,,todo,
31,Tulsa,NCAA D1,mens+womens,American Conference,7.2,rated,,,,,,,todo,
31,UAB,NCAA D1,mens+womens,American Conference,6.8,rated,,,,,,,todo,
31,UC Davis,NCAA D1,mens+womens,Mountain West Conference,8.4,rated,,,,,,,todo,
31,UC Irvine,NCAA D1,mens+womens,Big West Conference,8.7,rated,,,,,,,todo,
31,UC Riverside,NCAA D1,mens+womens,Pac-12 Conference,7,rated,,,,,,,todo,
31,UC San Diego,NCAA D1,mens+womens,Pac-12 Conference,9.2,rated,,,,,,,todo,
31,UC Santa Barbara,NCAA D1,mens+womens,Big West Conference,8.8,rated,,,,,,,todo,
31,UCF,NCAA D1,mens+womens,Sun Belt Conference,7.6,rated,,,,,,,todo,
32,UCLA,NCAA D1,mens+womens,Big Ten Conference,9.8,rated,,,,,,,todo,
32,UConn,NCAA D1,mens+womens,Big East Conference,8.1,rated,,,,,,,todo,
32,UIC,NCAA D1,mens+womens,Missouri Valley Conference,6.2,rated,,,,,,,todo,
32,UIW,NCAA D1,mens,Ohio Valley Conference,4.3,rated,,,,,,,todo,
32,UMass,NCAA D1,mens+womens,The Summit League,7.2,rated,,,,,,,todo,
32,UMass Lowell,NCAA D1,mens+womens,America East Conference,6.6,rated,,,,,,,todo,
32,UMBC,NCAA D1,mens+womens,America East Conference,7.4,rated,,,,,,,todo,
32,UNC Asheville,NCAA D1,mens+womens,Big South Conference,5.8,rated,,,,,,,todo,
32,UNC Greensboro,NCAA D1,mens+womens,Southern Conference,6.4,rated,,,,,,,todo,
32,UNC Wilmington,NCAA D1,womens,CAA,,,,,,,,,todo,
33,UNCW,NCAA D1,mens,Coastal Athletic Association,7,rated,,,,,,,todo,
33,UNLV,NCAA D1,mens+womens,Mountain West Conference,6.2,rated,,,,,,,todo,
33,USC,NCAA D1,womens,Big Ten,9.7,rated-interpolated,,,,,,,todo,
33,USC Upstate,NCAA D1,mens+womens,Big South Conference,4.8,rated,,,,,,,todo,
33,UT Martin,NCAA D1,womens,Ohio Valley,,,,,,,,,todo,
33,UT Rio Grande Valley,NCAA D1,womens,Southland,,,,,,,,,todo,
33,Utah,NCAA D1,womens,Big 12,7.8,rated-interpolated,,,,,,,todo,
33,Utah State,NCAA D1,womens,Pac-12,,,,,,,,,todo,
33,Utah Tech,NCAA D1,mens+womens,Mountain West Conference,4.5,rated,,,,,,,todo,
33,Utah Valley,NCAA D1,mens+womens,Big West Conference,5.8,rated,,,,,,,todo,
34,UTEP,NCAA D1,womens,Mountain West,,,,,,,,,todo,
34,UTRGV,NCAA D1,mens,Ohio Valley Conference,4.8,rated,,,,,,,todo,
34,UTSA,NCAA D1,womens,American,,,,,,,,,todo,
34,Valparaiso,NCAA D1,womens,Missouri Valley,,,,,,,,,todo,
34,Vanderbilt,NCAA D1,womens,SEC,,,,,,,,,todo,
34,VCU,NCAA D1,mens+womens,Atlantic 10 Conference,7.2,rated,,,,,,,todo,
34,Vermont,NCAA D1,mens+womens,America East Conference,8,rated,,,,,,,todo,
34,Villanova,NCAA D1,mens+womens,Big East Conference,8.9,rated,,,,,,,todo,
34,Virginia,NCAA D1,mens+womens,Atlantic Coast Conference,9.6,rated,,,,,,,todo,
34,Virginia Tech,NCAA D1,mens+womens,Atlantic Coast Conference,8.2,rated,,,,,,,todo,
35,VMI,NCAA D1,mens+womens,Southern Conference,6.5,rated,,,,,,,todo,
35,Wagner,NCAA D1,womens,NEC,,,,,,,,,todo,
35,Wake Forest,NCAA D1,mens+womens,Atlantic Coast Conference,9.2,rated,,,,,,,todo,
35,Washington,NCAA D1,mens+womens,Big Ten Conference,8.9,rated,,,,,,,todo,
35,Washington State,NCAA D1,womens,Pac-12,8.9,rated,,,,,,,todo,
35,Weber State,NCAA D1,womens,Big Sky,,,,,,,,,todo,
35,West Florida,NCAA D2+NCAA D1,mens+womens,GSC,5.4,division-modal,,,,,,,todo,
35,West Georgia,NCAA D1,womens,UAC,,,,,,,,,todo,
35,West Virginia,NCAA D1,mens+womens,Sun Belt Conference,6.8,rated,,,,,,,todo,
35,Western Carolina,NCAA D1,womens,Southern,,,,,,,,,todo,
36,Western Illinois,NCAA D1,mens+womens,Ohio Valley Conference,4.5,rated,,,,,,,todo,
36,Western Kentucky,NCAA D1,womens,CUSA,8,rated,,,,,,,todo,
36,Western Michigan,NCAA D1,mens+womens,Missouri Valley Conference,5.8,rated,,,,,,,todo,
36,William & Mary,NCAA D1,mens+womens,Coastal Athletic Association,9,rated,,,,,,,todo,
36,Winthrop,NCAA D1,mens+womens,Big South Conference,5,rated,,,,,,,todo,
36,Wisconsin,NCAA D1,mens+womens,Big Ten Conference,9,rated,,,,,,,todo,
36,Wofford,NCAA D1,mens+womens,Southern Conference,7.6,rated,,,,,,,todo,
36,Wright State,NCAA D1,mens+womens,Horizon League,5.2,rated,,,,,,,todo,
36,Wyoming,NCAA D1,womens,Mountain West,,,,,,,,,todo,
36,Xavier,NCAA D1,mens+womens,Big East Conference,8,rated,,,,,,,todo,
37,Yale,NCAA D1,mens+womens,Ivy League,10,rated,,,,,,,todo,
37,Youngstown State,NCAA D1,womens,Horizon,,,,,,,,,todo,
37,Adams State,NCAA D2,mens+womens,RMAC,5.3,rated,,,,,,,todo,
37,Adelphi,NCAA D2,mens+womens,Northeast-10,6.5,rated,,,,,,,todo,
37,Alabama Huntsville,NCAA D2,mens+womens,GSC,5.4,division-modal,,,,,,,todo,
37,Allen,NCAA D2,womens,Independent,,,,,,,,,todo,
37,American International,NCAA D2,mens+womens,Northeast-10,5.4,division-modal,,,,,,,todo,
37,Anderson (SC),NCAA D2,mens+womens,SAC,5.4,division-modal,,,,,,,todo,
37,Angelo State,NCAA D2,womens,Lone Star Conference,,,,,,,,,todo,
37,Ashland,NCAA D2,mens+womens,GLIAC,5.4,division-modal,,,,,,,todo,
38,Assumption,NCAA D2,mens+womens,Northeast-10,6,rated,,,,,,,todo,
38,Auburn Montgomery,NCAA D2,mens+womens,GSC,5.4,division-modal,,,,,,,todo,
38,Augustana (SD),NCAA D2,womens,Northern Sun Intercollegiate Conference,,,,,,,,,todo,
38,Barry,NCAA D2,mens+womens,Sunshine State,6,rated,,,,,,,todo,
38,Barton,NCAA D2,mens+womens,SAC,5.4,division-modal,,,,,,,todo,
38,Belmont Abbey,NCAA D2,mens+womens,Conference USA,5.4,division-modal,,,,,,,todo,
38,Bemidji State,NCAA D2,womens,Northern Sun Intercollegiate Conference,,,,,,,,,todo,
38,Bentley,NCAA D2,mens+womens,Northeast-10,7.8,rated,,,,,,,todo,
38,Biola,NCAA D2,mens+womens,PacWest,7.2,rated,,,,,,,todo,
38,Black Hills State,NCAA D2,womens,Rocky Mountain Athletic Conference,,,,,,,,,todo,
39,Bluefield State,NCAA D2,womens,Independent,,,,,,,,,todo,
39,Bridgeport,NCAA D2,mens+womens,Northeast-10,5.4,division-modal,,,,,,,todo,
39,Cal Poly Humboldt,NCAA D2,mens+womens,GNAC,5.4,division-modal,,,,,,,todo,
39,Cal Poly Pomona,NCAA D2,mens+womens,CCAA,7,rated,,,,,,,todo,
39,Cal State Dominguez Hills,NCAA D2,mens+womens,CCAA,5.3,rated,,,,,,,todo,
39,Cal State East Bay,NCAA D2,mens+womens,CCAA,5.3,rated,,,,,,,todo,
39,Cal State LA,NCAA D2,mens,CCAA,5.3,rated,,,,,,,todo,
39,Cal State Los Angeles,NCAA D2,womens,California Collegiate Athletic Association,,,,,,,,,todo,
39,Cal State Monterey Bay,NCAA D2,mens+womens,CCAA,5.3,rated,,,,,,,todo,
39,Cal State San Bernardino,NCAA D2,mens+womens,CCAA,5.3,rated,,,,,,,todo,
40,Cal State San Marcos,NCAA D2,mens+womens,CCAA,5.3,rated,,,,,,,todo,
40,Cal State Stanislaus,NCAA D2,mens+womens,CCAA,5.3,rated,,,,,,,todo,
40,Caldwell,NCAA D2,mens+womens,Northeast-10,5.4,division-modal,,,,,,,todo,
40,Carson-Newman,NCAA D2,mens+womens,SAC,5.4,division-modal,,,,,,,todo,
40,Catawba,NCAA D2,mens+womens,SAC,5.4,division-modal,,,,,,,todo,
40,Cedarville,NCAA D2,mens+womens,GMAC,7.5,rated,,,,,,,todo,
40,Central Missouri,NCAA D2,womens,Mid-America Intercollegiate Athletics Association,,,,,,,,,todo,
40,Central Oklahoma,NCAA D2,womens,Mid-America Intercollegiate Athletics Association,,,,,,,,,todo,
40,Central Washington,NCAA D2,womens,Great Northwest Athletic Conference,,,,,,,,,todo,
40,Chaminade,NCAA D2,mens+womens,PacWest,5.4,division-modal,,,,,,,todo,
41,Charleston (WV),NCAA D2,mens+womens,MEC,5.4,division-modal,,,,,,,todo,
41,Chestnut Hill,NCAA D2,mens+womens,CACC,5.4,division-modal,,,,,,,todo,
41,Chico State,NCAA D2,mens+womens,CCAA,6.8,rated,,,,,,,todo,
41,Chowan,NCAA D2,mens+womens,SAC,4.6,rated,,,,,,,todo,
41,Christian Brothers,NCAA D2,mens+womens,GSC,5.5,rated,,,,,,,todo,
41,Clayton State,NCAA D2,mens+womens,Peach Belt,5.3,rated,,,,,,,todo,
41,Coker,NCAA D2,mens+womens,SAC,5.4,division-modal,,,,,,,todo,
41,Colorado Christian,NCAA D2,mens+womens,RMAC,6.8,rated,,,,,,,todo,
41,Colorado Mesa,NCAA D2,mens+womens,RMAC,5.4,division-modal,,,,,,,todo,
41,Colorado School of Mines,NCAA D2,mens+womens,RMAC,9,rated,,,,,,,todo,
42,Colorado State-Pueblo,NCAA D2,mens+womens,RMAC,5.3,rated,,,,,,,todo,
42,Columbus State,NCAA D2,womens,Peach Belt Conference,,,,,,,,,todo,
42,Commonwealth University-Bloomsburg,NCAA D2,mens+womens,PSAC,5.3,rated,,,,,,,todo,
42,Commonwealth University-Lock Haven,NCAA D2,mens+womens,PSAC,5.3,rated,,,,,,,todo,
42,Commonwealth University-Mansfield,NCAA D2,womens,Pennsylvania State Athletic Conference,,,,,,,,,todo,
42,Concord,NCAA D2,mens+womens,Mountain East,5.4,division-modal,,,,,,,todo,
42,Concordia Irvine,NCAA D2,mens+womens,,7,rated,,,,,,,todo,
42,Concordia-St. Paul,NCAA D2,womens,Northern Sun Intercollegiate Conference,5.4,division-modal,,,,,,,todo,
42,Converse,NCAA D2,mens+womens,SAC,5.4,division-modal,,,,,,,todo,
42,D'Youville,NCAA D2,mens+womens,ECC,5.4,division-modal,,,,,,,todo,
43,Daemen,NCAA D2,mens+womens,ECC,5.4,division-modal,,,,,,,todo,
43,Dallas Baptist,NCAA D2,mens+womens,Heartland,7.2,rated,,,,,,,todo,
43,Davenport,NCAA D2,mens+womens,WHAC,5.4,division-modal,,,,,,,todo,
43,Davis & Elkins,NCAA D2,mens+womens,Mountain East,5.4,division-modal,,,,,,,todo,
43,Delta State,NCAA D2,mens+womens,GSC,5.3,rated,,,,,,,todo,
43,District of Columbia,NCAA D2,mens,CIAA,5.4,division-modal,,,,,,,todo,
43,Dominican (CA),NCAA D2,mens+womens,PacWest,6.5,rated,,,,,,,todo,
43,Dominican (NY),NCAA D2,womens,Central Atlantic Collegiate Conference,5.4,division-modal,,,,,,,todo,
43,Dominican College (NY),NCAA D2,mens,ECC,5.4,division-modal,,,,,,,todo,
43,Drury,NCAA D2,mens+womens,GLVC,6.8,rated,,,,,,,todo,
44,East Central,NCAA D2,womens,Great American Conference,,,,,,,,,todo,
44,East Stroudsburg,NCAA D2,mens+womens,PSAC,5.4,division-modal,,,,,,,todo,
44,Eastern New Mexico,NCAA D2,mens+womens,LSC,5.4,division-modal,,,,,,,todo,
44,Eckerd,NCAA D2,mens+womens,Sunshine State,7.5,rated,,,,,,,todo,
44,Edward Waters,NCAA D2,womens,Independent,5.6,rated,,,,,,,todo,
44,Embry-Riddle,NCAA D2,mens,Sunshine State,8,rated,,,,,,,todo,
44,Embry–Riddle Aeronautical,NCAA D2,womens,Sunshine State Conference,,,,,,,,,todo,
44,Emmanuel (GA),NCAA D2,mens+womens,Conference Carolinas,5.4,division-modal,,,,,,,todo,
44,Emory & Henry,NCAA D2,mens+womens,SAC,5.4,division-modal,,,,,,,todo,
44,Emporia State,NCAA D2,womens,Mid-America Intercollegiate Athletics Association,,,,,,,,,todo,
45,Erskine,NCAA D2,mens+womens,SAC,5.4,division-modal,,,,,,,todo,
45,Fairmont State,NCAA D2,womens,Mountain East Conference,,,,,,,,,todo,
45,Felician,NCAA D2,mens+womens,CACC,5.4,division-modal,,,,,,,todo,
45,Ferris State,NCAA D2,womens,Great Lakes Intercollegiate Athletic Conference,,,,,,,,,todo,
45,Ferrum,NCAA D3+NCAA D2,mens+womens,ODAC,6.5,division-modal,,,,,,,todo,
45,Findlay,NCAA D2,mens+womens,GLIAC,5.4,division-modal,,,,,,,todo,
45,Flagler,NCAA D2,mens+womens,Peach Belt,6.5,rated,,,,,,,todo,
45,Florida Southern,NCAA D2,mens+womens,Sunshine State,7,rated,,,,,,,todo,
45,Florida Tech,NCAA D2,mens+womens,Sunshine State,7.8,rated,,,,,,,todo,
45,Fort Hays State,NCAA D2,mens+womens,MIAA,5.3,rated,,,,,,,todo,
46,Fort Lewis,NCAA D2,mens+womens,RMAC,5.4,division-modal,,,,,,,todo,
46,Francis Marion,NCAA D2,mens+womens,Peach Belt,5.4,division-modal,,,,,,,todo,
46,Franklin Pierce,NCAA D2,mens+womens,Northeast-10,5.4,division-modal,,,,,,,todo,
46,Fresno Pacific,NCAA D2,mens+womens,PacWest,5.4,division-modal,,,,,,,todo,
46,Frostburg State,NCAA D2,mens+womens,ECAC,5.3,rated,,,,,,,todo,
46,Gannon,NCAA D2,mens+womens,GLIAC,6.2,rated,,,,,,,todo,
46,Georgia College,NCAA D2,womens,Peach Belt Conference,,,,,,,,,todo,
46,Georgia Southwestern,NCAA D2,mens+womens,Peach Belt,5.4,division-modal,,,,,,,todo,
46,Georgian Court,NCAA D2,mens+womens,CACC,5.4,division-modal,,,,,,,todo,
46,Glenville State,NCAA D2,womens,,6,placeholder,,,,,,,todo,
47,Goldey-Beacom,NCAA D2,mens+womens,CACC,5.4,division-modal,,,,,,,todo,
47,Grand Valley State,NCAA D2,womens,Great Lakes Intercollegiate Athletic Conference,,,,,,,,,todo,
47,Harding,NCAA D2,mens+womens,GAC,6.8,rated,,,,,,,todo,
47,Hawaii Hilo,NCAA D2,mens+womens,PacWest,5.4,division-modal,,,,,,,todo,
47,Hawaii Pacific,NCAA D2,mens+womens,PacWest,5.4,division-modal,,,,,,,todo,
47,Holy Family,NCAA D2,mens+womens,CACC,5.4,division-modal,,,,,,,todo,
47,Illinois Springfield,NCAA D2,mens,GLVC,6.2,rated,,,,,,,todo,
47,Indianapolis,NCAA D2,mens+womens,GLVC,5.4,division-modal,,,,,,,todo,
47,IUP,NCAA D2,womens,Pennsylvania State Athletic Conference,,,,,,,,,todo,
47,Jamestown,NCAA D2,mens+womens,NSIC,5.4,division-modal,,,,,,,todo,
48,Jefferson,NCAA D2,womens,Central Atlantic Collegiate Conference,7,rated,,,,,,,todo,
48,Jessup,NCAA D2,mens+womens,PacWest,5.4,division-modal,,,,,,,todo,
48,Kentucky Wesleyan,NCAA D2,mens+womens,GLVC,5.4,division-modal,,,,,,,todo,
